Date,DWCF,AD09X,MXEF,LBUSTRUU,BNDGLB,STCGUSRE,SREITGL,SPGTIND,SPGSCI,HFRXAR,SPLPEQTY,TRVCI,IADMGOLD,SPVXSTR,SPX,MXUSMC,RTY,ASX,MXEU,TPX,MXASJ,NDEUCHF,IDCOTCTR,CY00,IBOXIG,U0A0,SPBDU1ST,GUKG10,GECU10YR
26/01/2016,19525.24,364.57,708.33,1945.57,380.94,291.86,167.01,2027.79,288.8254,1024.73,101.64,3736.97,474.12,666.78,1903.63,1287.19,1017.974,3248.36,114.24,1360.23,445.3,327.458,101.7568,255.673,247.1447,529.288,220.815,1.693,0.446
27/01/2016,19303.46,368.04,715.98,1945.22,380.87,286.1,165.03,2038.27,293.4082,1022.36,101.41,3553.89,475.72,690.55,1882.95,1272.74,1002.747,3286.57,114.65,1400.7,448.94,328.93,101.7533,255.561,246.7575,529.119,221.545,1.71,0.443
28/01/2016,19382.34,366.54,722.23,1946.68,381.46,283.8,164.3,2057.22,296.2633,1022.28,101.23,3696.36,471.11,676.33,1893.36,1268.89,1003.273,3258.27,112.87,1392.1,450.71,330.323,101.828,255.632,246.7419,529.281,222.274,1.67,0.404
29/01/2016,19880.78,370.51,742.37,1951.89,381.47,289.54,167.46,2090.56,300.6679,1025.87,102.48,3857.01,472.56,633.2,1940.24,1305.5,1035.381,3335.9,115.37,1432.07,461.64,338.976,102.136,256.262,247.5039,530.187,223.41,1.56,0.325
30/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2016,,,,,,,,,,,,,,,,,,,,,,,,256.291,,530.25,,,
01/02/2016,19875.81,373.34,742.74,1947.44,381.22,289.89,168.42,2101.64,292.9208,1026.12,103.24,3929.24,477.46,630.27,1939.38,1307.72,1032.388,3325.54,115.09,1462.67,461.72,337.837,101.924,255.657,246.5348,530.183,222.825,1.621,0.351
02/02/2016,19486.12,367.89,728.71,1956.07,382.73,286.98,166.7,2080.57,285.539,1024.14,101.25,3822.48,477.32,672.63,1903.03,1277.12,1008.835,3257.66,112.65,1452.04,456.12,334.258,102.5289,256.707,247.8563,530.973,223.633,1.542,0.307
03/02/2016,19580.69,366.26,721.65,1954.27,384.19,289.26,168.29,2100.09,295.3005,1024.56,101.06,3698.71,483.16,663.15,1912.53,1287.26,1010.298,3209.11,110.93,1406.27,448.08,326.31,102.4656,256.227,247.0742,531.321,223.59,1.532,0.275
04/02/2016,19629.09,369.9,739.55,1955.8,385.08,289.37,169.03,2115.76,293.7004,1022.83,101.76,3661.06,488.57,672.03,1915.45,1294.86,1014.789,3240.06,110.8,1388.81,455.75,330.517,102.5621,256.505,247.2437,531.655,223.672,1.566,0.303
05/02/2016,19227.18,365.99,739.61,1956.58,385.08,283.87,166.34,2099.46,291.6371,1021.3,100.92,3383.89,495.84,694.24,1880.05,1266.91,985.618,3215.11,109.89,1368.97,458.35,330.499,102.6234,256.65,247.4895,531.747,223.072,1.559,0.296
06/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2016,18922.03,359.48,734.13,1964.78,386.85,276.1,162.83,2059.37,288.8855,1017.96,97.13,3292.16,503.16,725.23,1853.44,1235.34,969.338,3126.95,106.12,1380.41,457.33,329.839,103.2849,257.66,248.7936,532.618,222.978,1.412,0.218
09/02/2016,18892.19,354.27,729.88,1963.8,387.8,270.9,160.16,2052.19,280.6136,1017.63,95.78,3258.33,502.73,741.7,1852.21,1233.12,963.895,3093.67,104.4,1304.33,456.12,329.229,103.2627,257.21,247.838,532.773,222.617,1.412,0.233
10/02/2016,18897.62,353.12,730.58,1966.18,387.7,272.55,160.63,2045.87,282.2881,1019.09,96.22,3329.14,506.15,746.18,1851.86,1238.66,963.481,3118.57,106.29,1264.96,455.76,329.896,103.3918,257.453,248.4935,532.761,223.563,1.413,0.242
11/02/2016,18663.11,349.19,713.04,1968.72,389.76,268.82,159.26,2011.47,281.7048,1016.59,93.57,3366.38,526.85,783.99,1829.08,1220.04,953.715,3046.53,102.32,,444.43,316.23,103.669,257.506,248.2112,533.892,224.422,1.304,0.188
12/02/2016,19029.42,348.47,711.24,1959.73,387.22,271.59,159.8,2019.36,294.9782,1018.08,96.13,3386.43,523.72,762.51,1864.78,1247.32,971.99,3129.63,105.38,1196.28,441.35,312.947,103.1317,256.209,246.4577,533.058,223.919,1.414,0.261
13/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2016,,358.57,726.86,,386.19,271.59,161.13,2046.13,,,96.93,,511.28,,,,,3192.1,108.5,1292.23,451.07,324.035,,256.293,,533.248,,1.43,0.237
16/02/2016,19368.52,359.01,731.4,1958.71,386.33,276.5,163.32,2059.74,290.9748,1018.88,98.03,3487.58,507.54,721.87,1895.58,1276.05,995.802,3208.28,108.04,1297.01,455.11,331.053,102.9867,256.019,246.4119,532.626,222.818,1.44,0.266
17/02/2016,19697.66,363.96,735.78,1955.63,385.67,278.99,164.65,2080.83,300.4153,1018.72,100.56,3648.28,511.49,694.61,1926.82,1298.92,1011.133,3298.28,110.9,1282.4,453.12,328.571,102.7244,255.816,246.0614,531.578,222.674,1.481,0.269
18/02/2016,19606.59,366.67,746.24,1961.97,387.14,281.56,165.83,2102.31,299.1719,1018.25,101.06,3575.47,521.32,690.45,1917.83,1293.83,1004.706,3274.17,110.8,1311.2,460.85,336.819,103.0575,256.861,247.6332,531.655,223.16,1.445,0.218
19/02/2016,19614.05,363.64,740.98,1962.61,387.59,283.07,166.78,2088.27,293.7318,1018.51,99.86,3598.56,518.27,678.28,1917.78,1294.04,1010.011,3263.91,109.92,1291.82,460.08,336.617,103.0921,257.066,248.0842,531.719,223.298,1.414,0.202
20/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2016,19897.42,367.17,749.42,1962.22,387.32,285.88,168.18,2119.24,300.7004,1019.18,100.9,3679.89,510.13,638.49,1945.5,1315.76,1021.736,3307.99,111.85,1300,462.69,340.215,103.0139,257.115,248.2259,531.568,223.858,1.394,0.176
23/02/2016,19658.82,364.26,744.76,1964.58,387.99,285.08,167.48,2104.78,294.4606,1020.01,100.23,3584.69,517.25,671.71,1921.27,1300.51,1012.151,3272.68,110.41,1291.17,460.96,337.744,103.1509,257.535,248.8866,531.095,224.679,1.434,0.183
24/02/2016,19755.31,358.95,736.53,1964.59,388.5,284.78,167.09,2091.94,297.8511,1021.41,99.76,3640.46,518.89,659.65,1929.8,1308.91,1022.077,3226.48,107.83,1284.53,457.14,334.431,103.1671,257.541,248.9621,531.22,225.445,1.361,0.154
25/02/2016,19978.18,363.67,735.35,1968.97,388.78,290.57,169.73,2116.39,300.7,1021.17,100.93,3698.86,521.14,633.28,1951.7,1324.48,1031.576,3300.6,109.96,1307.54,453.95,327.348,103.4072,258.248,250.0187,531.29,226.778,1.364,0.138
26/02/2016,19969.69,364.54,740.02,1963,386.97,288.75,168.79,2102.86,300.0019,1021.92,101.55,3680.62,516.09,650.22,1948.05,1329.03,1037.183,3343.99,111.69,1311.27,459.62,334.868,102.9414,257.561,249.2434,530.511,226.124,1.399,0.147
27/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/02/2016,19824.28,364.8,740.33,1965.74,387.9,287.88,168.61,2104.38,303.6298,1022.32,102.37,3637.11,522.58,659.86,1932.23,1319.08,1033.901,3345.84,112.5,1297.85,457.01,330.405,103.053,258.21,250.3032,530.694,226.829,1.337,0.107
01/03/2016,20288.19,368.13,752.92,1958.43,386.53,296.05,172.08,2118.25,304.7254,1022.97,103.97,3813.52,519.9,596,1978.35,1350.76,1054.494,3377.18,114.09,1300.83,463.46,337.359,102.4962,257.389,249.1218,529.698,226.394,1.397,0.146
02/03/2016,20392.09,373.29,769.1,1959.02,386.33,298.49,173.56,2127.96,306.3862,1021.02,104.44,3798.37,523.56,593.01,1986.45,1359.65,1065.673,3373.43,114.93,1349.61,474.24,347.324,102.4648,257.667,249.5623,529.338,226.746,1.462,0.206
03/03/2016,20487.79,377.31,780.19,1962.16,387.48,299.53,174.42,2149.93,307.1584,1019.26,105.29,3755.52,533.23,567.88,1993.4,1372.22,1076.048,3367.83,114.42,1369.05,478.98,347.053,102.6099,258.323,250.3958,528.976,227.323,1.431,0.169
04/03/2016,20562.31,381.32,790.97,1958.75,387.19,299.45,174.41,2169.85,314.6847,1019.53,106.36,3746.13,531.08,583.99,1999.99,1375.16,1081.935,3405.27,115.23,1375.35,483.84,352.643,102.3142,258.089,250.1679,528.48,226.24,1.484,0.238
05/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2016,20604.35,380.68,795.18,1958.54,387.38,300.6,174.69,2170.92,324.2092,1017.85,106.89,3658.03,534.76,576.5,2001.76,1381.01,1094.146,3394.68,114.94,1361.9,484.72,354.138,102.2474,258.278,250.627,528.444,225.036,1.48,0.224
08/03/2016,20333.95,378.71,788.09,1964.71,389.63,297.52,173.64,2164.05,320.5834,1016.99,105.6,3654.91,532.47,603.48,1979.26,1356.67,1067.878,3362.78,113.8,1347.72,480.5,350.324,102.6317,259.421,252.3952,529.138,226.091,1.385,0.182
09/03/2016,20436.1,378.44,787.69,1960.34,387.93,299.15,174.42,2174.03,328.7305,1018.24,105.53,3722.15,528.22,587.22,1989.26,1363.55,1072.765,3369.93,114.39,1332.33,479.76,348.674,102.3571,258.908,251.7104,529.081,225.701,1.47,0.24
10/03/2016,20418,378.41,790.74,1958.99,387.86,297.69,173.93,2176.47,327.398,1019.34,105.39,3697.61,536.6,581.77,1989.57,1364.09,1063.989,3314.2,112.42,1352.17,481.59,347.617,102.1732,258.991,251.9872,529.051,224.639,1.539,0.306
11/03/2016,20772.08,385.63,800.91,1957.25,387.81,304.47,177.55,2212.99,331.4096,1019.54,107.44,3789.56,527.7,555.3,2022.19,1393.07,1087.557,3367.52,115.37,1359.32,487.38,354.101,101.9183,258.946,252.3826,529.045,224.682,1.575,0.271
12/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2016,20739.43,387.34,803.45,1960.42,388.37,304.31,177.36,2214.57,327.1337,1018.38,107.87,3821.24,521.35,547.48,2019.64,1389.5,1084.25,3386.05,116.17,1379.95,491.53,358.693,102.0046,259.724,253.7343,529.034,224.592,1.551,0.279
15/03/2016,20663.74,384.05,790.68,1960.52,388.47,304.35,177.21,2197.97,323.8336,1016.81,107.2,3825.52,520.79,553.65,2015.93,1378.62,1066.666,3368.61,114.86,1372.08,486.67,354.513,102.022,260.007,254.3151,529.062,224.148,1.537,0.316
16/03/2016,20792.39,382.32,791.18,1964.12,388.65,307.82,178.37,2202.46,330.6971,1018.47,108.06,3892.59,532.61,530.44,2027.22,1392.65,1074.511,3388.66,114.92,1360.5,486.75,353.687,102.2194,260.386,254.4087,529.414,226.753,1.523,0.311
17/03/2016,20948.63,391.26,816.9,1968.71,391.84,312.37,182.18,2253.99,337.8768,1017.6,110.45,3873.22,530.16,516.14,2040.59,1404.38,1091.253,3403.47,114.83,1358.97,495.46,359.598,102.4384,261.429,255.7768,530.153,227.245,1.455,0.23
18/03/2016,21050.44,390.57,826.75,1972.23,392.6,310.98,181.65,2250.69,335.3031,1016.48,110.53,,529.39,514.94,2049.58,1411.96,1101.673,3400.91,115.13,1345.05,501.64,365.095,102.6073,262.279,256.713,530.387,228.38,1.448,0.212
19/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2016,21067.16,388.91,829.06,1968.09,391.68,307.99,180.36,2241.88,336.1453,1016.12,110.69,3897.27,524.64,494.24,2051.6,1412.09,1098.578,3396.95,114.84,,502.98,366.714,102.3227,261.844,256.0914,530.256,228.306,1.477,0.23
22/03/2016,21054.64,389.47,830.51,1967.83,391.44,307.94,180.4,2239.45,337.5255,1017.58,111.27,3925.56,526.08,490.66,2049.8,1413.45,1097.339,3402.24,114.65,1369.93,503.75,366.356,102.27,261.985,256.4998,530.479,227.492,1.456,0.211
23/03/2016,20881.1,386.16,821.71,1974.13,391.75,306.08,178.92,2224.57,329.3739,1019.74,109.48,3887.17,515.32,516.12,2036.71,1398.33,1075.699,3403.59,114.55,1364.2,501.83,364.64,102.6519,263.018,257.6712,530.872,227.733,1.449,0.194
24/03/2016,20882.81,381.41,813.61,1971.46,391.16,306.25,178.31,2221.01,327.907,1020.29,109.01,3894.87,513.18,507.57,2035.94,1397.98,1079.537,3355.54,112.84,1354.61,496.99,360.094,102.5354,262.636,257.076,530.907,227.052,1.453,0.18
25/03/2016,,382.11,812.32,,391.19,306.25,178.3,2221.22,,,109.05,,513.04,,,,,,112.84,1366.05,496.07,360.094,,,,,,1.453,0.18
26/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2016,20895.29,384.07,813.04,1973.75,391.55,309.05,179.52,2225.62,327.8384,1019.83,109.33,3873.81,514.59,500.07,2037.05,1401.01,1080.231,,112.93,1381.85,494.99,360.084,102.677,263.034,257.4429,531.098,227.066,1.453,0.18
29/03/2016,21118.48,383.96,814.83,1979.73,392.48,315.16,182.13,2233.5,324.2058,1021.36,110.24,3987.16,523.96,471.31,2055.01,1417.18,1109.082,3358.47,113.38,1377.6,496.07,360.932,103.0724,263.905,258.5889,531.782,230.095,1.411,0.137
30/03/2016,21201,391.29,833.98,1979,393.5,314.17,183.06,2270.22,323.3024,1021.82,111.78,4013.24,516.87,463.65,2063.95,1421.16,1110.442,3408.9,114.89,1356.29,506.33,368.449,102.958,263.785,258.2274,532.16,230.445,1.434,0.156
31/03/2016,21179.41,389.63,836.8,1983.77,394.21,316.15,183.87,2276.98,323.4185,1019.4,112.16,4009.09,519.65,466.64,2059.74,1425.72,1114.028,3395.19,113.62,1347.2,507.58,369.728,103.2046,264.52,259.2333,533.032,230.851,1.415,0.153
01/04/2016,21303.95,381.56,826.19,1982.94,394.03,315.58,182.53,2248.58,316.4048,1021.08,111.92,4084.14,515.29,453.31,2072.78,1431.21,1117.684,3379.36,112.11,1301.4,500.92,365.379,103.1457,264.518,259.2859,533.324,230.979,1.409,0.134
02/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2016,21220.45,383.82,826.78,1984.68,395.04,315.03,183.06,2248.01,311.3678,1021,111.04,4042.03,512.79,466.54,2066.13,1421.72,1108.541,3387.53,112.57,1302.71,502.47,365.29,103.2459,264.947,259.8286,533.553,231.324,1.429,0.131
05/04/2016,21005.58,376.71,812.97,1989.44,395.94,313.21,182.05,2211.88,310.4056,1021.08,109.5,3992.92,518.98,489.33,2045.17,1406.41,1095.854,3350.68,110.42,1268.37,495.63,359.954,103.5648,265.689,260.8875,535.062,231.422,1.375,0.098
06/04/2016,21233.18,379.08,809.03,1987.07,395.61,313.9,182.42,2228.44,317.5926,1022.53,110.22,4090.55,515.58,460.02,2066.66,1422.5,1108.813,3387.31,111.27,1267.75,494.96,361.383,103.409,265.36,260.4209,535.306,230.846,1.381,0.119
07/04/2016,20975.34,379.34,809.29,1993.21,397.45,311.82,181.88,2225.43,316.2252,1021.75,109.18,4003.37,523.47,501.91,2041.91,1405.32,1092.785,3370.98,110.44,1272.64,495.79,362.386,103.8094,266.31,261.6545,536.475,231.826,1.328,0.089
08/04/2016,21040.4,383.57,816.82,1990.4,397.06,313.79,183.18,2255.96,329.0248,1021.01,110.02,3968.73,522.84,490.05,2047.6,1411.52,1097.314,3405.37,111.74,1287.69,496.79,363.61,103.6251,265.816,260.9967,536.584,231.464,1.363,0.095
09/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2016,20981.97,385.31,824.01,1991.38,397.67,312.96,183.29,2261.94,331.9992,1021.61,110.07,3941.95,530.07,502.89,2041.99,1407.97,1094.342,3401.97,112.1,1279.79,499.79,366.439,103.6315,265.988,261.085,536.699,230.836,1.394,0.111
12/04/2016,21183.17,386.81,830.88,1987.29,396.34,315.38,184.1,2279.65,341.5834,1021.61,111.22,3976.75,529.31,479.83,2061.72,1419.22,1105.713,3421.51,112.74,1299.35,501.92,368.006,103.3323,265.405,260.099,536.309,229.646,1.442,0.165
13/04/2016,21428.65,393.01,844.15,1989.88,396.26,313.99,183.98,2291.5,341.9822,1021.29,112.95,4066.37,524.23,456.57,2082.42,1439.31,1129.926,3483.97,115.63,1332.44,510.47,379.95,103.4312,266.01,261.0566,536.495,229.832,1.423,0.128
14/04/2016,21424.12,396.27,845.45,1988.8,395.94,312.11,183.19,2287.39,339.6728,1021.73,113,4068.42,514.8,451.43,2082.78,1434.47,1128.589,3483.41,116.01,1371.35,511.99,381.487,103.3069,266.019,261.086,536.55,229.258,1.45,0.167
15/04/2016,21415.09,396.02,846.7,1991.97,396.91,314.47,183.99,2284.1,336.2497,1022.05,112.63,4063.33,518.32,446.94,2080.73,1436.32,1130.923,3470.96,115.62,1361.4,513.19,381.028,103.5035,266.66,261.9924,536.887,230.079,1.414,0.127
16/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2016,21550.36,395.04,843.68,1990.51,396.84,315.95,184.79,2297.79,335.8521,1022.35,113.14,4082.46,517.59,424.33,2094.34,1444.74,1139.278,3474.23,116.09,1320.15,511.32,378.074,103.3856,266.528,261.604,537.047,230.049,1.478,0.161
19/04/2016,21614.71,403.17,852.73,1990.62,396.9,316.2,185.39,2319.77,343.5662,1021.56,114.46,3975.59,525,423.71,2100.8,1450.07,1140.233,3502.7,117.84,1363.03,515.32,381.618,103.3055,266.777,262.2154,537.235,230.659,1.508,0.169
20/04/2016,21633.33,403.65,849.45,1985.29,396.24,310.69,183.38,2306.79,352.4818,1020.16,114.33,3983.41,522.43,428.93,2102.4,1451.46,1142.294,3504.16,118.41,1365.78,512.01,376.708,102.8951,266.201,261.4264,537.296,229.645,1.482,0.153
21/04/2016,21520.6,403.92,853.69,1984.49,395.54,305.02,180.76,2282.03,348.3323,1019.21,113.29,3988.75,524.5,438.29,2091.48,1444.54,1135.77,3490.63,118.05,1393.68,516.13,381.619,102.783,266.323,261.7787,536.308,229.497,1.591,0.239
22/04/2016,21551.65,401.1,845.21,1983.47,394.31,308.27,181.37,2282.6,347.9833,1020.29,113.96,3775.73,517.83,423.16,2091.58,1452.73,1146.69,3455.51,117.65,1407.5,512.15,377.723,102.6966,266.237,261.9751,536.029,229.362,1.6,0.231
23/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2016,21498.06,400.26,839.2,1982.4,394.24,311.05,183.11,2277.93,345.233,1020.69,113.81,3802.58,519.57,424.84,2087.79,1447.57,1138.098,3436.3,116.95,1401.83,508.88,373.072,102.6133,266.1,261.7188,536.053,229.125,1.608,0.264
26/04/2016,21563.72,400.67,842.63,1980.34,394.13,312.16,184.03,2294.36,351.6755,1019.61,114.42,3711.53,522.23,417.94,2091.7,1458.16,1150.728,3445.67,117.16,1391.69,509.5,373.62,102.4596,265.857,261.2981,535.774,228.937,1.66,0.299
27/04/2016,21605.11,400.19,843.17,1986.32,394.82,311.48,183.28,2313.78,356.0933,1020.99,114.83,3648.25,523.33,406.83,2095.15,1467.05,1154.149,3466.14,117.52,1384.3,508.57,372.7,102.8188,266.81,262.6262,536.137,230.553,1.627,0.286
28/04/2016,21399.46,400.62,844.06,1988.72,396.59,310.84,183.74,2316.91,359.5602,1019.61,113.5,3610.07,532.09,430.93,2075.81,1448.34,1140.398,3466.4,117.7,1340.55,506.37,373.016,102.9475,267.298,262.9672,536.829,232.204,1.608,0.257
29/04/2016,21287.12,400.08,840.19,1991.39,398.16,307.71,182.89,2325.55,360.407,1020.07,113.11,3562,543.66,441.85,2065.3,1439.37,1130.845,3421.7,115.15,,502.44,368.998,103.0886,267.704,263.4161,537.054,231.874,1.596,0.271
30/04/2016,,,,,,,,,,,,,,,,,,,,,,,,267.732,,537.117,,,
01/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2016,21454.35,398.22,835.57,1987.08,398.1,312.99,184.88,2329.27,355.1299,1019.81,113.08,3616.21,542.22,417.42,2081.43,1449.58,1140.92,,115.07,1299.96,501.26,367.918,102.8324,267.126,262.5188,537.129,230.595,1.596,0.267
03/05/2016,21241.61,393.98,821.09,1992.76,399.26,313.28,184.66,2313.54,348.3384,1020.23,111.85,3561.44,540.28,437.36,2063.37,1432.01,1121.756,3393.97,113.1,,495.53,361.357,103.2088,267.929,263.3685,538.004,231.299,1.528,0.2
04/05/2016,21112.91,389.1,813.52,1993.54,398.84,318.02,185.87,2307.73,347.7131,1020.58,111.84,3548.21,537.4,442.28,2051.12,1422.03,1113.135,3358.69,111.76,,491.17,360.115,103.3185,267.978,263.2125,538.321,231.546,1.526,0.204
05/05/2016,21094.81,387.8,809.46,1997.05,398.92,318.92,186.12,2308.05,347.8143,1021.87,111.21,3559.23,536.35,440.63,2050.63,1421.05,1107.948,3361.04,112.14,,489.97,357.987,103.5419,268.434,263.8698,538.573,232.288,1.465,0.161
06/05/2016,21166.88,387.33,805.34,1994.72,399,322.28,187.08,2292.92,350.6179,1022.12,111.13,3614.56,541.41,419.98,2057.14,1425.45,1114.72,3364.24,111.76,1298.32,486.25,352.798,103.4063,267.932,262.8622,538.912,231.242,1.418,0.144
07/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2016,21186.35,386.34,800.91,1996.48,398.38,325.61,188.51,2286.61,342.8921,1022.21,111.14,3620.7,530.64,413.18,2058.69,1426.08,1118.254,3360.82,112.24,1306.66,485.34,351.693,103.5425,268.152,263.049,539.061,231.471,1.411,0.126
10/05/2016,21445.45,390.24,806.91,1996.88,398.17,325.63,188.9,2306.99,351.7183,1022.34,112.18,3702.76,531.97,391.28,2084.39,1444.9,1128.833,3380.82,113.27,1334.9,485.99,352.937,103.5435,268.212,263.1746,539.393,232.089,1.404,0.124
11/05/2016,21236.29,390.75,807.97,1999.15,398.88,318.18,185.71,2308.53,361.1458,1022.92,111.97,3664.34,536.4,412.95,2064.46,1429.22,1114.741,3383.64,112.77,1334.3,485.09,351.758,103.6681,268.58,263.7528,540.011,232.282,1.392,0.126
12/05/2016,21216.71,389.16,806.68,1995.89,398.16,320.17,185.96,2307.51,362.917,1023.99,111.99,3639.12,531.98,401.63,2064.11,1426.33,1108.599,3355.5,112.17,1337.27,484.3,349.721,103.4619,268.069,262.8713,540.055,231.928,1.404,0.154
13/05/2016,21044.67,385.59,796.07,2000.31,398.22,316.9,184.29,2292.97,361.7193,1023.01,110.84,3636.43,534.64,415.87,2046.61,1416.44,1102.439,3370.33,112.71,1320.19,478.82,345.865,103.729,268.74,263.8353,540.379,232.686,1.376,0.124
14/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,21255.5,387.16,797.43,1995.97,397.78,320.05,185.63,2309.47,367.6645,1023.16,111.5,3698.59,535.25,400.5,2066.66,1430.13,1116.212,3377.83,112.74,1321.65,480.18,349.94,103.4533,268.073,262.8079,540.425,232.101,1.395,0.143
17/05/2016,21048.96,388.8,801.64,1995.39,397.84,313.9,183.74,2309.21,370.7639,1022.46,111.44,3617.12,534.44,413.49,2047.21,1420.47,1097.676,3390.29,112.72,1335.85,484.48,354.183,103.4198,268.056,262.7468,540.8,232.242,1.37,0.132
18/05/2016,21056.4,388.07,794.22,1984.01,395.55,309.12,181.38,2282.97,369.9759,1022.47,111.34,3647.95,525.56,415.22,2047.63,1417.59,1102.954,3390.18,113.66,1338.38,479.92,349.614,102.7445,266.326,260.4476,539.633,229.994,1.438,0.168
19/05/2016,20969.18,382.7,781.84,1988.24,395.69,305.53,179.09,2269.39,366.954,1024.36,109.82,3595.17,524.33,412.93,2040.04,1411.97,1094.778,3334.79,112.34,1336.56,474.38,345.67,102.992,266.689,261.0897,539.418,229.657,1.439,0.17
20/05/2016,21125.27,385.98,785.26,1987.85,395.47,308.06,180.53,2285.45,367.3041,1023.74,110.75,3662.84,523.56,398.78,2052.32,1425.92,1112.276,3387.22,113.71,1343.4,475.97,348.19,102.9799,266.642,260.9713,539.424,229.547,1.452,0.165
21/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2016,21083.84,385.32,788.9,1988.35,395.87,307.87,180.41,2269.06,364.8938,1024.2,110.98,3637.28,522.12,404.01,2048.04,1423.85,1111.367,3382.15,113.17,1338.68,479.23,348.571,103.0089,266.699,261.0805,539.438,229.582,1.449,0.176
24/05/2016,21384.39,387.7,787.99,1987.1,395.54,311.44,182.07,2282.68,366.1177,1023.8,112.54,3770.22,512.87,380.37,2076.06,1443.72,1135.307,3421.93,115.69,1326.5,476.67,349.622,102.9191,266.575,260.9856,539.011,229.174,1.472,0.177
25/05/2016,21531.44,392.14,799.68,1986.41,395.45,311.35,182.14,2286.7,370.6848,1024.45,113.49,3807.76,511.78,374.22,2090.54,1452.6,1141.024,3444.81,117.24,1342.88,485.7,355.979,102.8299,266.48,260.9945,538.802,229.505,1.456,0.152
26/05/2016,21520.55,394.03,802.93,1991.89,396.78,312.01,182.59,2298.4,371.5996,1024.01,113.44,3825.63,509.86,367.47,2090.1,1451.19,1139.754,3444.78,117.38,1342.87,487.39,356.583,103.1201,267.387,262.4541,538.711,230.356,1.415,0.146
27/05/2016,21624.66,393.93,808.29,1990.89,396.34,313.53,183.07,2300.87,371.8813,1023.57,113.92,3857.45,506.71,359.53,2099.06,1458.55,1150.45,3448.45,117.62,1349.93,492.48,361.753,103.0444,267.312,262.0515,538.743,230.067,1.436,0.138
28/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2016,,394.15,807.66,,395.83,313.53,182.97,2296.73,,,113.89,,503.72,,,,,,117.79,1366.01,492.29,362.978,,267.391,,538.933,,1.436,0.167
31/05/2016,21618.32,393.76,807.45,1991.9,396.07,313.68,182.87,2301.3,370.9456,1024.72,113.55,3885.62,508.14,356.88,2096.96,1461.39,1154.792,3429.77,116.86,1379.8,494.33,366.226,103.0998,267.524,262.5276,538.792,229.466,1.429,0.139
01/06/2016,21660.1,392.14,807.22,1990.86,396.55,313.83,182.87,2297.22,371.6658,1025.52,113.61,3870.29,506.77,357.4,2099.33,1464.93,1163.041,3407.91,115.75,1362.07,493.6,363.153,103.0453,267.407,262.2763,538.946,229.503,1.373,0.136
02/06/2016,21738.62,391.04,809.34,1994.18,397.48,315.22,183.18,2291.42,374.5462,1025.02,113.53,3865.16,506.11,348.78,2105.26,1473.56,1170.584,3406.05,115.83,1331.81,495.11,364.393,103.2652,267.971,263.0383,539.257,230.357,1.344,0.114
